DNA_plate,DNA_well,metric,value,analysis
plate_6,F6,PC5,5.50135009054,1M
plate_5,C11,PC1,2.14524404164,1M
plate_5,C11,PC2,2.40026762344,1M
plate_5,C11,PC3,0.363555403194,1M
plate_5,C11,PC4,-0.816302104753,1M
plate_5,C11,PC5,5.46091547259,1M
plate_3,F8,PC1,1.91251825134,1M
plate_3,F8,PC2,2.51177845019,1M
plate_3,F8,PC3,0.403852080808,1M
plate_3,F8,PC4,-0.610935860197,1M
plate_3,F8,PC5,5.74171855628,1M
plate_4,A11,PC1,1.56975384832,1M
plate_4,A11,PC2,2.45936804232,1M
plate_4,A11,PC3,0.0916789652368,1M
plate_4,A11,PC4,-0.466881994907,1M
plate_4,A11,PC5,5.64926654806,1M
plate_6,C12,PC1,1.76075349033,1M
plate_6,C12,PC2,3.23519809078,1M
plate_6,C12,PC3,0.700051257003,1M
plate_6,C12,PC4,-0.755636853735,1M
plate_6,C12,PC5,5.44676161848,1M
plate_3,F11,PC1,0.241565512188,1M
plate_3,F11,PC2,2.81097653519,1M
plate_3,F11,PC3,0.122859033878,1M
plate_3,F11,PC4,-0.611451259531,1M
plate_3,F11,PC5,5.79224236732,1M
plate_6,E1,PC1,2.20080681381,1M
plate_6,E1,PC2,2.38396154523,1M
plate_6,E1,PC3,-0.0750289537986,1M
plate_6,E1,PC4,-0.794358514906,1M
plate_6,E1,PC5,5.57371433157,1M
plate_8,E1,PC1,2.12495894952,1M
plate_8,E1,PC2,3.0591074287,1M
plate_8,E1,PC3,0.546166462702,1M
plate_8,E1,PC4,-1.13287523915,1M
plate_8,E1,PC5,5.28172502818,1M
plate_7,G7,PC1,1.88715717265,1M
plate_7,G7,PC2,2.64882368178,1M
plate_7,G7,PC3,-0.264736361111,1M
plate_7,G7,PC4,-0.785160199321,1M
plate_7,G7,PC5,5.65188449051,1M
plate_3,H8,PC1,1.77939343454,1M
plate_3,H8,PC2,2.50946059407,1M
plate_3,H8,PC3,0.117514514907,1M
plate_3,H8,PC4,-0.440875042857,1M
plate_3,H8,PC5,5.6967300449,1M
plate_8,F2,PC1,2.14499456522,1M
plate_8,F2,PC2,3.92850564223,1M
plate_8,F2,PC3,0.00165818915752,1M
plate_8,F2,PC4,-1.33367865187,1M
plate_8,F2,PC5,5.60636108406,1M
plate_7,E6,PC1,1.9521510424,1M
plate_7,E6,PC2,2.83571731097,1M
plate_7,E6,PC3,0.613097179128,1M
plate_7,E6,PC4,-0.6501808584,1M
plate_7,E6,PC5,5.40446120517,1M
plate_3,H10,PC1,2.03120965434,1M
plate_3,H10,PC2,3.14130029689,1M
plate_3,H10,PC3,0.00498473077781,1M
plate_3,H10,PC4,-1.0035674189,1M
plate_3,H10,PC5,5.68608782291,1M
plate_4,G10,PC1,1.29234420635,1M
plate_4,G10,PC2,2.44391924866,1M
plate_4,G10,PC3,0.324179640888,1M
plate_4,G10,PC4,0.110834917204,1M
plate_4,G10,PC5,6.35660008853,1M
plate_6,D9,PC1,1.72716891596,1M
plate_6,D9,PC2,2.5190430417,1M
plate_6,D9,PC3,0.181196921952,1M
plate_6,D9,PC4,-0.627232148369,1M
plate_6,D9,PC5,5.40505656307,1M
plate_10,F8,PC1,0.567526836319,1M
plate_10,F8,PC2,2.99381934505,1M
plate_10,F8,PC3,0.363975466162,1M
plate_10,F8,PC4,-0.073394248435,1M
plate_10,F8,PC5,5.61423781503,1M
plate_9,C3,PC1,1.36152803135,1M
plate_9,C3,PC2,2.71416133438,1M
plate_9,C3,PC3,0.532539327709,1M
plate_9,C3,PC4,-0.0105730799099,1M
plate_9,C3,PC5,6.09703154356,1M
plate_10,C3,PC1,1.20742396416,1M
plate_10,C3,PC2,2.6788281197,1M
plate_10,C3,PC3,0.171493073149,1M
plate_10,C3,PC4,-0.167312242392,1M
plate_10,C3,PC5,5.86836276289,1M
plate_9,D8,PC1,1.66903123376,1M
plate_9,D8,PC2,3.64109189458,1M
plate_9,D8,PC3,0.141795951664,1M
plate_9,D8,PC4,-0.855650115381,1M
plate_9,D8,PC5,5.78782737573,1M
plate_10,E3,PC1,1.9657990409,1M
plate_10,E3,PC2,3.07117019923,1M
plate_10,E3,PC3,0.772423367583,1M
plate_10,E3,PC4,-0.907278627378,1M
plate_10,E3,PC5,5.40003448689,1M
plate_9,F1,PC1,1.50363610708,1M
plate_9,F1,PC2,3.54262326833,1M
plate_9,F1,PC3,0.31132328011,1M
plate_9,F1,PC4,-0.444902693468,1M
plate_9,F1,PC5,5.6896383052,1M
plate_10,G3,PC1,1.18487321069,1M
plate_10,G3,PC2,3.24190554489,1M
plate_10,G3,PC3,0.443024559543,1M
plate_10,G3,PC4,-0.238831669899,1M
plate_10,G3,PC5,5.99857141245,1M
plate_9,A1,PC1,0.976439439461,1M
plate_9,A1,PC2,3.24139002213,1M
plate_9,A1,PC3,0.437982121315,1M
plate_9,A1,PC4,-0.725797464345,1M
plate_9,A1,PC5,5.46512413925,1M
plate_10,B2,PC1,1.92791095079,1M
plate_10,B2,PC2,3.13701893919,1M
plate_10,B2,PC3,0.390394096067,1M
plate_10,B2,PC4,-0.940280759451,1M
plate_10,B2,PC5,5.63688526408,1M
plate_9,D5,PC1,1.22725521088,1M
plate_9,D5,PC2,3.72148453627,1M
plate_9,D5,PC3,0.488030485121,1M
plate_9,D5,PC4,-0.707504676737,1M
plate_9,D5,PC5,5.72182537283,1M
plate_10,G5,PC1,1.31493817958,1M
plate_10,G5,PC2,3.57162474695,1M
plate_10,G5,PC3,0.154729624972,1M
plate_10,G5,PC4,-1.09273040079,1M
plate_10,G5,PC5,5.43954294667,1M
plate_9,B6,PC1,0.932727321677,1M
plate_9,B6,PC2,3.00139364078,1M
plate_9,B6,PC3,0.522096660232,1M
plate_9,B6,PC4,-0.619230359077,1M
plate_9,B6,PC5,5.78866855717,1M
plate_7,G3,PC1,1.4553580278,1M
plate_7,G3,PC2,3.73569400118,1M
plate_7,G3,PC3,0.627576323262,1M
plate_7,G3,PC4,-0.494632698817,1M
plate_7,G3,PC5,5.42820669867,1M
plate_7,B9,PC1,-0.623541474397,1M
plate_7,B9,PC2,2.36329220173,1M
plate_7,B9,PC3,0.308144203748,1M
plate_7,B9,PC4,-0.142962140199,1M
plate_7,B9,PC5,5.90876018223,1M
plate_3,B4,PC1,0.811414734222,1M
plate_3,B4,PC2,3.19895915224,1M
plate_3,B4,PC3,0.126712483989,1M
plate_3,B4,PC4,-0.467859893808,1M
plate_3,B4,PC5,5.43726813024,1M
plate_7,F5,PC1,0.812795621832,1M
plate_7,F5,PC2,3.682647482,1M
plate_7,F5,PC3,0.207574617548,1M
plate_7,F5,PC4,-0.473579796545,1M
plate_7,F5,PC5,5.49783983837,1M
plate_7,B1,PC1,0.427674586956,1M
plate_7,B1,PC2,3.3394978485,1M
plate_7,B1,PC3,0.0808334235168,1M
plate_7,B1,PC4,-0.572184550703,1M
plate_7,B1,PC5,5.16792365669,1M
plate_7,A6,PC1,1.28221640694,1M
plate_7,A6,PC2,3.85546530204,1M
plate_7,A6,PC3,-0.00768940077595,1M
plate_7,A6,PC4,-0.883899467951,1M
plate_7,A6,PC5,5.46022302892,1M
plate_3,A7,PC1,1.56077320721,1M
plate_3,A7,PC2,3.02526213287,1M
plate_3,A7,PC3,-0.0100291152812,1M
plate_3,A7,PC4,-0.610205245908,1M
plate_3,A7,PC5,5.72065184707,1M
plate_8,D10,PC1,1.54448454726,1M
plate_8,D10,PC2,2.80252269229,1M
plate_8,D10,PC3,0.160194818752,1M
plate_8,D10,PC4,-0.412342731382,1M
plate_8,D10,PC5,5.55182714411,1M
plate_7,E5,PC1,1.39240560454,1M
plate_7,E5,PC2,3.36687478005,1M
plate_7,E5,PC3,-0.138686288439,1M
plate_7,E5,PC4,-0.8581705094,1M
plate_7,E5,PC5,5.49910093084,1M
plate_8,E4,PC1,1.24825892311,1M
plate_8,E4,PC2,3.38187330602,1M
plate_8,E4,PC3,0.226900201356,1M
plate_8,E4,PC4,-0.839009254321,1M
plate_8,E4,PC5,5.65579667791,1M
plate_8,H12,PC1,1.71121082274,1M
plate_8,H12,PC2,1.81037754899,1M
plate_8,H12,PC3,0.0756816051931,1M
plate_8,H12,PC4,-0.53757027257,1M
plate_8,H12,PC5,5.75736462882,1M
plate_4,C12,PC1,1.64430742341,1M
plate_4,C12,PC2,2.9321388322,1M
plate_4,C12,PC3,0.182272136343,1M
plate_4,C12,PC4,-0.723120235142,1M
plate_4,C12,PC5,5.620927064,1M
plate_8,C10,PC1,1.35704155095,1M
plate_8,C10,PC2,2.68912496983,1M
plate_8,C10,PC3,0.471197981692,1M
plate_8,C10,PC4,-0.361474409696,1M
plate_8,C10,PC5,5.6713538066,1M
plate_7,D7,PC1,1.61353382788,1M
plate_7,D7,PC2,3.57510085166,1M
plate_7,D7,PC3,0.248084821602,1M
plate_7,D7,PC4,-0.794205474761,1M
plate_7,D7,PC5,5.66362518657,1M
plate_8,G2,PC1,1.2430083137,1M
plate_8,G2,PC2,2.99782922585,1M
plate_8,G2,PC3,0.365148125379,1M
plate_8,G2,PC4,-0.500200896715,1M
plate_8,G2,PC5,5.80808110944,1M
plate_6,B3,PC1,1.42404131633,1M
plate_6,B3,PC2,2.70965148002,1M
plate_6,B3,PC3,0.240030530284,1M
plate_6,B3,PC4,-0.602217920023,1M
plate_6,B3,PC5,5.62672165054,1M
plate_4,G8,PC1,1.5379281885,1M
plate_4,G8,PC2,2.76574012874,1M
plate_4,G8,PC3,0.244219657339,1M
plate_4,G8,PC4,-0.862785440881,1M
plate_4,G8,PC5,5.83907028254,1M
plate_8,C3,PC1,0.717988338426,1M
plate_8,C3,PC2,3.05901589678,1M
plate_8,C3,PC3,0.446142377038,1M
plate_8,C3,PC4,-0.842811405157,1M
plate_8,C3,PC5,5.73647285042,1M
plate_7,F10,PC1,0.776348015464,1M
plate_7,F10,PC2,3.28647021802,1M
plate_7,F10,PC3,0.218114399248,1M
plate_7,F10,PC4,-0.806053400309,1M
plate_7,F10,PC5,5.59214276779,1M
plate_3,A10,PC1,2.11321864326,1M
plate_3,A10,PC2,3.12880592157,1M
plate_3,A10,PC3,0.0285696733451,1M
plate_3,A10,PC4,-0.986711647117,1M
plate_3,A10,PC5,5.57795190181,1M
plate_4,B2,PC1,-0.181587553964,1M
plate_4,B2,PC2,2.53768334702,1M
plate_4,B2,PC3,0.101895192856,1M
plate_4,B2,PC4,-0.764929927116,1M
plate_4,B2,PC5,5.7698947899,1M
plate_5,D12,PC1,-0.286224201947,1M
plate_5,D12,PC2,2.16806187639,1M
plate_5,D12,PC3,0.73773854132,1M
plate_5,D12,PC4,-0.628533106842,1M
plate_5,D12,PC5,5.63560836513,1M
plate_6,C1,PC1,1.62846703993,1M
plate_6,C1,PC2,2.26618889334,1M
plate_6,C1,PC3,0.47638286137,1M
plate_6,C1,PC4,-0.72330661754,1M
plate_6,C1,PC5,5.55419457597,1M
plate_5,G5,PC1,1.77459050483,1M
plate_5,G5,PC2,3.48221296878,1M
plate_5,G5,PC3,0.0363694236605,1M
plate_5,G5,PC4,-0.800560383236,1M
plate_5,G5,PC5,5.60544479356,1M
plate_3,F2,PC1,1.07144848087,1M
plate_3,F2,PC2,3.25351576644,1M
plate_3,F2,PC3,0.696690207578,1M
plate_3,F2,PC4,-0.372799905817,1M
plate_3,F2,PC5,5.90698289942,1M
plate_5,D9,PC1,1.36557841148,1M
plate_5,D9,PC2,1.96897483928,1M
plate_5,D9,PC3,0.0767839415759,1M
plate_5,D9,PC4,-0.170966105459,1M
plate_5,D9,PC5,5.7314200982,1M
plate_6,F4,PC1,1.03296551478,1M
plate_6,F4,PC2,2.83072375727,1M
plate_6,F4,PC3,0.287758767345,1M
plate_6,F4,PC4,-0.752412054698,1M
plate_6,F4,PC5,5.49046655708,1M
plate_8,B4,PC1,0.609787013763,1M
plate_8,B4,PC2,3.55248873294,1M
plate_8,B4,PC3,0.516371165727,1M
plate_8,B4,PC4,-0.531626796561,1M
plate_8,B4,PC5,5.60488722702,1M
plate_8,E7,PC1,1.98081640363,1M
plate_8,E7,PC2,2.60561610727,1M
plate_8,E7,PC3,1.05101610212,1M
plate_8,E7,PC4,-0.864633409209,1M
plate_8,E7,PC5,5.15561639104,1M
plate_6,F9,PC1,1.94837804271,1M
plate_6,F9,PC2,3.63580556369,1M
plate_6,F9,PC3,0.360604523329,1M
plate_6,F9,PC4,-1.09259693383,1M
plate_6,F9,PC5,5.58373244911,1M
plate_3,E5,PC1,0.444603657876,1M
plate_3,E5,PC2,2.97818522926,1M
plate_3,E5,PC3,0.458232815734,1M
plate_3,E5,PC4,-0.798986576276,1M
plate_3,E5,PC5,5.63454060833,1M
plate_6,A4,PC1,1.5916326461,1M
plate_6,A4,PC2,2.88443819442,1M
plate_6,A4,PC3,0.320256531259,1M
plate_6,A4,PC4,-0.788073623196,1M
plate_6,A4,PC5,5.79632771311,1M
plate_6,G2,PC1,1.09979048237,1M
plate_6,G2,PC2,3.29766692397,1M
plate_6,G2,PC3,0.496135615695,1M
plate_6,G2,PC4,-0.709913550098,1M
plate_6,G2,PC5,5.5132223859,1M
plate_5,E10,PC1,1.75379988523,1M
plate_5,E10,PC2,2.33423516945,1M
plate_5,E10,PC3,1.05329746417,1M
plate_5,E10,PC4,-0.731024640327,1M
plate_5,E10,PC5,5.27065959564,1M
plate_7,G11,PC1,-0.24574296809,1M
plate_7,G11,PC2,3.51701702097,1M
plate_7,G11,PC3,0.110235779232,1M
plate_7,G11,PC4,-0.854176604135,1M
plate_7,G11,PC5,5.30366486913,1M
plate_4,E1,PC1,1.75034776076,1M
plate_4,E1,PC2,2.91680273647,1M
plate_4,E1,PC3,0.339998416329,1M
plate_4,E1,PC4,-0.539859659202,1M
plate_4,E1,PC5,5.75978604023,1M
plate_7,E7,PC1,1.3309259749,1M
plate_7,E7,PC2,3.50306663766,1M
plate_7,E7,PC3,0.119972621335,1M
plate_7,E7,PC4,-0.714288988936,1M
plate_7,E7,PC5,5.6264603185,1M
plate_4,A7,PC1,1.83761409828,1M
plate_4,A7,PC2,3.39159366486,1M
plate_4,A7,PC3,0.246107870986,1M
plate_4,A7,PC4,-0.934353771498,1M
plate_4,A7,PC5,5.5772244016,1M
plate_5,E8,PC1,2.19203435912,1M
plate_5,E8,PC2,2.84453046031,1M
plate_5,E8,PC3,-0.0145902950159,1M
plate_5,E8,PC4,-0.957212747534,1M
plate_5,E8,PC5,5.55057199974,1M
plate_4,F5,PC1,1.09522828782,1M
plate_4,F5,PC2,2.27348974278,1M
plate_4,F5,PC3,0.338371601244,1M
plate_4,F5,PC4,-0.385553126744,1M
plate_4,F5,PC5,5.91358568454,1M
plate_4,H5,PC1,1.2820518496,1M
plate_4,H5,PC2,2.7071854577,1M
plate_4,H5,PC3,0.112296954123,1M
plate_4,H5,PC4,-0.807168288229,1M
plate_4,H5,PC5,5.837087026,1M
plate_5,D4,PC1,1.62850278835,1M
plate_5,D4,PC2,2.38186330822,1M
plate_5,D4,PC3,-0.0306013533838,1M
plate_5,D4,PC4,-0.559742974139,1M
plate_5,D4,PC5,5.74670987582,1M
plate_7,B11,PC1,1.09524611072,1M
plate_7,B11,PC2,4.23425068327,1M
plate_7,B11,PC3,-0.112517430457,1M
plate_7,B11,PC4,-0.677394578559,1M
plate_7,B11,PC5,5.06569408577,1M
plate_3,A5,PC1,1.64245524816,1M
plate_3,A5,PC2,2.64300850824,1M
plate_3,A5,PC3,0.590244495712,1M
plate_3,A5,PC4,-0.584412256194,1M
plate_3,A5,PC5,5.42971630567,1M
plate_7,D4,PC1,-0.206637628044,1M
plate_7,D4,PC2,3.14961784405,1M
plate_7,D4,PC3,0.273999752453,1M
plate_7,D4,PC4,-0.826261233363,1M
plate_7,D4,PC5,5.67548945449,1M
plate_8,B3,PC1,1.51780490543,1M
plate_8,B3,PC2,3.21070264251,1M
plate_8,B3,PC3,0.134507948943,1M
plate_8,B3,PC4,-0.627636760559,1M
plate_8,B3,PC5,5.67342411179,1M
plate_3,C8,PC1,1.53533034443,1M
plate_3,C8,PC2,2.49239673632,1M
plate_3,C8,PC3,-0.201155259484,1M
plate_3,C8,PC4,-0.617182534248,1M
plate_3,C8,PC5,5.68346187934,1M
plate_3,E4,PC1,2.00850273702,1M
plate_3,E4,PC2,2.92868721998,1M
plate_3,E4,PC3,0.574797983809,1M
plate_3,E4,PC4,-0.903173255737,1M
plate_3,E4,PC5,5.4625795966,1M
plate_6,D1,PC1,1.82980418791,1M
plate_6,D1,PC2,3.31007531063,1M
plate_6,D1,PC3,0.55434357158,1M
plate_6,D1,PC4,-0.896911488884,1M
plate_6,D1,PC5,5.66136502011,1M
plate_5,B11,PC1,1.83572156172,1M
plate_5,B11,PC2,3.09589977258,1M
plate_5,B11,PC3,0.0577311615814,1M
plate_5,B11,PC4,-0.784827507519,1M
plate_5,B11,PC5,5.5478496749,1M
plate_6,D7,PC1,1.63640809509,1M
plate_6,D7,PC2,3.27351868376,1M
plate_6,D7,PC3,0.382463392076,1M
plate_6,D7,PC4,-0.766669838563,1M
plate_6,D7,PC5,5.48465963303,1M
plate_8,B6,PC1,0.615676947147,1M
plate_8,B6,PC2,3.39125558679,1M
plate_8,B6,PC3,0.0204718664572,1M
plate_8,B6,PC4,-0.76522852742,1M
plate_8,B6,PC5,5.45143684379,1M
plate_7,A7,PC1,1.03921427236,1M
plate_7,A7,PC2,3.43722486986,1M
plate_7,A7,PC3,0.313500631951,1M
plate_7,A7,PC4,-0.381576418747,1M
plate_7,A7,PC5,5.77641708442,1M
plate_8,C7,PC1,1.20901459308,1M
plate_8,C7,PC2,3.80515420356,1M
plate_8,C7,PC3,0.556885856943,1M
plate_8,C7,PC4,-0.410041207076,1M
plate_8,C7,PC5,5.41472480061,1M
plate_4,F12,PC1,1.4031198482,1M
plate_4,F12,PC2,3.1077307945,1M
plate_4,F12,PC3,0.173458400187,1M
plate_4,F12,PC4,-0.378146364871,1M
plate_4,F12,PC5,5.57611321372,1M
plate_7,B12,PC1,1.88074088832,1M
plate_7,B12,PC2,3.65594927618,1M
plate_7,B12,PC3,0.248675190341,1M
plate_7,B12,PC4,-0.974024151109,1M
plate_7,B12,PC5,5.64018972502,1M
plate_4,G6,PC1,0.234389488686,1M
plate_4,G6,PC2,2.07565132307,1M
plate_4,G6,PC3,0.986748952085,1M
plate_4,G6,PC4,0.449703303284,1M
plate_4,G6,PC5,6.02104105607,1M
plate_7,C1,PC1,1.92706807,1M
plate_7,C1,PC2,2.32979913879,1M
plate_7,C1,PC3,-0.0935720797879,1M
plate_7,C1,PC4,-0.562620938137,1M
plate_7,C1,PC5,5.89839537206,1M
plate_8,E5,PC1,1.7077003892,1M
plate_8,E5,PC2,2.72532820142,1M
plate_8,E5,PC3,0.142712600559,1M
plate_8,E5,PC4,-0.737490296847,1M
plate_8,E5,PC5,5.83302080159,1M
plate_3,B10,PC1,1.81152259908,1M
plate_3,B10,PC2,2.68763202215,1M
plate_3,B10,PC3,-0.041081974579,1M
plate_3,B10,PC4,-0.669475296495,1M
plate_3,B10,PC5,5.82126111763,1M
plate_7,B4,PC1,2.13212996703,1M
plate_7,B4,PC2,3.72322379586,1M
plate_7,B4,PC3,-0.0750735960377,1M
plate_7,B4,PC4,-1.23855201568,1M
plate_7,B4,PC5,5.57454164496,1M
plate_8,A4,PC1,1.86534322647,1M
plate_8,A4,PC2,3.28260218764,1M
plate_8,A4,PC3,0.4531923881,1M
plate_8,A4,PC4,-0.947090321632,1M
plate_8,A4,PC5,5.54982690595,1M
plate_3,G11,PC1,1.90860680029,1M
plate_3,G11,PC2,3.83550504449,1M
plate_3,G11,PC3,-0.239970501202,1M
plate_3,G11,PC4,-0.846381973325,1M
plate_3,G11,PC5,5.51287319328,1M
plate_6,A5,PC1,1.36680608155,1M
plate_6,A5,PC2,3.25083773681,1M
plate_6,A5,PC3,0.518410903874,1M
plate_6,A5,PC4,-0.712248907753,1M
plate_6,A5,PC5,5.67405766878,1M
plate_8,E8,PC1,-0.329119357994,1M
plate_8,E8,PC2,3.10197579982,1M
plate_8,E8,PC3,0.477356898795,1M
plate_8,E8,PC4,-1.05431487074,1M
plate_8,E8,PC5,5.54444999385,1M
plate_8,D9,PC1,1.70337968051,1M
plate_8,D9,PC2,3.41689869806,1M
plate_8,D9,PC3,0.132924243418,1M
plate_8,D9,PC4,-0.66140316283,1M
plate_8,D9,PC5,5.64547596467,1M
plate_8,D3,PC1,1.52296642777,1M
plate_8,D3,PC2,3.26551996608,1M
plate_8,D3,PC3,0.311680162459,1M
plate_8,D3,PC4,-0.72831705229,1M
plate_8,D3,PC5,5.64097769772,1M
plate_7,C7,PC1,1.0510538432,1M
plate_7,C7,PC2,2.98792643758,1M
plate_7,C7,PC3,0.160923022174,1M
plate_7,C7,PC4,-0.658822002173,1M
plate_7,C7,PC5,5.75762967176,1M
plate_7,G6,PC1,1.99725566775,1M
plate_7,G6,PC2,3.17017966074,1M
plate_7,G6,PC3,0.17961351802,1M
plate_7,G6,PC4,-0.961014691251,1M
plate_7,G6,PC5,5.75457639901,1M
plate_8,A9,PC1,1.46294444159,1M
plate_8,A9,PC2,2.86681401578,1M
plate_8,A9,PC3,0.0838125267704,1M
plate_8,A9,PC4,-0.928903641021,1M
plate_8,A9,PC5,5.68481416814,1M
plate_7,C2,PC1,-2.49412142575,1M
plate_7,C2,PC2,2.09774466775,1M
plate_7,C2,PC3,0.562354524292,1M
plate_7,C2,PC4,-0.918243898644,1M
plate_7,C2,PC5,5.74727310956,1M
plate_4,G1,PC1,0.604313287319,1M
plate_4,G1,PC2,2.97038735965,1M
plate_4,G1,PC3,0.0247561195041,1M
plate_4,G1,PC4,-0.791828535916,1M
plate_4,G1,PC5,5.58661027588,1M
plate_5,E9,PC1,1.77044969717,1M
plate_5,E9,PC2,3.26612801229,1M
plate_5,E9,PC3,0.211372452247,1M
plate_5,E9,PC4,-0.850778542954,1M
plate_5,E9,PC5,5.51853212377,1M
plate_7,A2,PC1,1.1323726662,1M
plate_7,A2,PC2,3.48700371938,1M
plate_7,A2,PC3,0.60240351474,1M
plate_7,A2,PC4,-0.781079029712,1M
plate_7,A2,PC5,5.59634245633,1M
plate_3,B12,PC1,1.99730202485,1M
plate_3,B12,PC2,3.34816070144,1M
plate_3,B12,PC3,0.359614304578,1M
plate_3,B12,PC4,-1.0057411299,1M
plate_3,B12,PC5,5.6974108369,1M
plate_8,H6,PC1,1.75320062372,1M
plate_8,H6,PC2,3.69515122391,1M
plate_8,H6,PC3,0.104783134659,1M
plate_8,H6,PC4,-0.760091355301,1M
plate_8,H6,PC5,5.35594675964,1M
plate_3,C5,PC1,1.96616143943,1M
plate_3,C5,PC2,2.82405918612,1M
plate_3,C5,PC3,0.161689365002,1M
plate_3,C5,PC4,-0.745675233691,1M
plate_3,C5,PC5,5.87567721785,1M
plate_8,G7,PC1,1.96507509149,1M
plate_8,G7,PC2,3.86061894896,1M
plate_8,G7,PC3,-0.144900557821,1M
plate_8,G7,PC4,-0.914735347065,1M
plate_8,G7,PC5,5.4794316608,1M
plate_8,B10,PC1,1.77435508836,1M
plate_8,B10,PC2,2.37694406409,1M
plate_8,B10,PC3,0.173414213111,1M
plate_8,B10,PC4,-0.440006768599,1M
plate_8,B10,PC5,5.84881347914,1M
plate_7,A8,PC1,1.33723383392,1M
plate_7,A8,PC2,3.54671430259,1M
plate_7,A8,PC3,0.262877574068,1M
plate_7,A8,PC4,-0.331066955539,1M
plate_7,A8,PC5,5.81463582166,1M
plate_6,C11,PC1,1.62227434718,1M
plate_6,C11,PC2,3.25089629438,1M
plate_6,C11,PC3,-0.0262345970342,1M
plate_6,C11,PC4,-0.516184449767,1M
plate_6,C11,PC5,5.6655607067,1M
plate_3,H3,PC1,0.990472117265,1M
plate_3,H3,PC2,3.44495897883,1M
plate_3,H3,PC3,-0.0697382832607,1M
plate_3,H3,PC4,-0.408042383974,1M
plate_3,H3,PC5,5.24121032731,1M
plate_5,F6,PC1,2.13067109684,1M
plate_5,F6,PC2,3.14311952388,1M
plate_5,F6,PC3,0.555428181935,1M
plate_5,F6,PC4,-1.00241736321,1M
plate_5,F6,PC5,5.27103848715,1M
plate_4,G12,PC1,1.70443038605,1M
plate_4,G12,PC2,2.93194161873,1M
plate_4,G12,PC3,0.201347060999,1M
plate_4,G12,PC4,-0.726529033918,1M
plate_4,G12,PC5,5.7037662557,1M
plate_4,E4,PC1,0.815453832229,1M
plate_4,E4,PC2,3.13517896673,1M
plate_4,E4,PC3,0.362525968126,1M
plate_4,E4,PC4,-0.939982935302,1M
plate_4,E4,PC5,5.68082273027,1M
plate_4,A8,PC1,0.341330424061,1M
plate_4,A8,PC2,3.07097489589,1M
plate_4,A8,PC3,0.496674262564,1M
plate_4,A8,PC4,-0.167955974928,1M
plate_4,A8,PC5,5.88126351941,1M
plate_3,C11,PC1,1.84772663129,1M
plate_3,C11,PC2,3.18510952806,1M
plate_3,C11,PC3,0.316817695058,1M
plate_3,C11,PC4,-0.768983549559,1M
plate_3,C11,PC5,5.8589985929,1M
plate_4,E12,PC1,0.535360220922,1M
plate_4,E12,PC2,3.12644239275,1M
plate_4,E12,PC3,0.0376081007739,1M
plate_4,E12,PC4,-0.579824065431,1M
plate_4,E12,PC5,5.58844521838,1M
plate_3,G9,PC1,1.30171339516,1M
plate_3,G9,PC2,3.00152325258,1M
plate_3,G9,PC3,0.330666038689,1M
plate_3,G9,PC4,-0.562374216174,1M
plate_3,G9,PC5,5.80439576372,1M
plate_3,F12,PC1,1.40169893554,1M
plate_3,F12,PC2,2.99415588125,1M
plate_3,F12,PC3,-0.400380138213,1M
plate_3,F12,PC4,-0.523830846994,1M
plate_3,F12,PC5,5.40023208309,1M
plate_3,G10,PC1,0.869280396724,1M
plate_3,G10,PC2,2.0111199984,1M
plate_3,G10,PC3,0.217088307537,1M
plate_3,G10,PC4,-0.27816502837,1M
plate_3,G10,PC5,5.60625594194,1M
plate_4,B4,PC1,-0.479032714149,1M
plate_4,B4,PC2,2.59924328614,1M
plate_4,B4,PC3,0.472331138422,1M
plate_4,B4,PC4,-0.543844731609,1M
plate_4,B4,PC5,5.28224496882,1M
plate_3,F7,PC1,1.53056587238,1M
plate_3,F7,PC2,2.53760245161,1M
plate_3,F7,PC3,0.0945903351279,1M
plate_3,F7,PC4,-0.544683314499,1M
plate_3,F7,PC5,5.77352918441,1M
plate_5,A2,PC1,1.90717755071,1M
plate_5,A2,PC2,1.7200423154,1M
plate_5,A2,PC3,0.516044878748,1M
plate_5,A2,PC4,-0.820585599777,1M
plate_5,A2,PC5,5.4656087523,1M
plate_4,G11,PC1,1.90408445014,1M
plate_4,G11,PC2,3.82633454876,1M
plate_4,G11,PC3,-0.291757500337,1M
plate_4,G11,PC4,-1.02592128278,1M
plate_4,G11,PC5,5.44873729708,1M
plate_4,H8,PC1,1.93658843588,1M
plate_4,H8,PC2,3.03252807282,1M
plate_4,H8,PC3,0.0389456815274,1M
plate_4,H8,PC4,-0.8901905344,1M
plate_4,H8,PC5,5.65637056592,1M
plate_6,C2,PC1,1.82546600941,1M
plate_6,C2,PC2,2.80392116148,1M
plate_6,C2,PC3,0.687946651432,1M
plate_6,C2,PC4,-0.586565841254,1M
plate_6,C2,PC5,5.74721923279,1M
plate_3,C3,PC1,1.29403298964,1M
plate_3,C3,PC2,2.72089446798,1M
plate_3,C3,PC3,0.534958956618,1M
plate_3,C3,PC4,-0.465784899905,1M
plate_3,C3,PC5,5.75421060594,1M
plate_4,D5,PC1,1.8917689466,1M
plate_4,D5,PC2,3.55140507476,1M
plate_4,D5,PC3,0.459457096396,1M
plate_4,D5,PC4,-0.835261193677,1M
plate_4,D5,PC5,5.27125054774,1M
plate_3,G6,PC1,1.33696859534,1M
